
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8500&variant=1	8500	woda	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8500&variant=1	8500	wody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8500&variant=1	8500	wody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8500&variant=1	8500	wód	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8500&variant=1	8500	wodzie	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8500&variant=1	8500	wodom	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8500&variant=1	8500	wodę	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8500&variant=1	8500	wody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8500&variant=1	8500	wodą	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8500&variant=1	8500	wodami	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8500&variant=1	8500	wodzie	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8500&variant=1	8500	wodach	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8500&variant=1	8500	wodo	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8500&variant=1	8500	wody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8501&variant=1	8501	gospoda	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8501&variant=1	8501	gospody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8501&variant=1	8501	gospody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8501&variant=1	8501	gospód	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8501&variant=1	8501	gospodzie	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8501&variant=1	8501	gospodom	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8501&variant=1	8501	gospodę	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8501&variant=1	8501	gospody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8501&variant=1	8501	gospodą	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8501&variant=1	8501	gospodami	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8501&variant=1	8501	gospodzie	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8501&variant=1	8501	gospodach	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8501&variant=1	8501	gospodo	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8501&variant=1	8501	gospody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8502&variant=1	8502	niezgoda	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8502&variant=1	8502	niezgody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8502&variant=1	8502	niezgody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8502&variant=1	8502	niezgód	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8502&variant=1	8502	niezgodzie	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8502&variant=1	8502	niezgodom	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8502&variant=1	8502	niezgodę	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8502&variant=1	8502	niezgody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8502&variant=1	8502	niezgodą	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8502&variant=1	8502	niezgodami	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8502&variant=1	8502	niezgodzie	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8502&variant=1	8502	niezgodach	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8502&variant=1	8502	niezgodo	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8502&variant=1	8502	niezgody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8503&variant=1	8503	NA	NA
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8504&variant=1	8504	pogoda	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8504&variant=1	8504	pogody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8504&variant=1	8504	pogody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8504&variant=1	8504	pogód	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8504&variant=1	8504	pogodzie	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8504&variant=1	8504	pogodom	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8504&variant=1	8504	pogodę	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8504&variant=1	8504	pogody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8504&variant=1	8504	pogodą	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8504&variant=1	8504	pogodami	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8504&variant=1	8504	pogodzie	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8504&variant=1	8504	pogodach	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8504&variant=1	8504	pogodo	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8504&variant=1	8504	pogody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8505&variant=1	8505	zgoda	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8505&variant=1	8505	zgody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8505&variant=1	8505	zgody	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8505&variant=1	8505	zgód	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8505&variant=1	8505	zgodzie	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8505&variant=1	8505	zgodom	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8505&variant=1	8505	zgodę	23827
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=8505&variant=1	8505	zgody	23827
