
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38000&variant=1	38000	kołomyjka	23741
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38000&variant=1	38000	kołomyjki	23741
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38000&variant=1	38000	kołomyjki	23741
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38000&variant=1	38000	kołomyjek	23741
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38000&variant=1	38000	kołomyjce	23741
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38000&variant=1	38000	kołomyjkom	23741
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38000&variant=1	38000	kołomyjkę	23741
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38000&variant=1	38000	kołomyjki	23741
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38000&variant=1	38000	kołomyjką	23741
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38000&variant=1	38000	kołomyjkami	23741
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38000&variant=1	38000	kołomyjce	23741
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38000&variant=1	38000	kołomyjkach	23741
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38000&variant=1	38000	kołomyjko	23741
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38000&variant=1	38000	kołomyjki	23741
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomąta	23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomątu	23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomąt	23457, 23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomąty	23457, 23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomątów	23457, 23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomątowi	23457, 23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomątom	23457, 23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomąt	23457, 23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomąty	23457, 23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomątem	23457, 23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomątami	23457, 23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomącie	23457, 23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomątach	23457, 23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomącie	23457, 23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38001&variant=1	38001	kołomąty	23457, 23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38002&variant=1	38002	kołonotatnik	23324
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38002&variant=1	38002	kołonotatniki	23324
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38002&variant=1	38002	kołonotatnika	23324
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38002&variant=1	38002	kołonotatników	23324
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38002&variant=1	38002	kołonotatnikowi	23324
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38002&variant=1	38002	kołonotatnikom	23324
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38002&variant=1	38002	kołonotatnik	23324
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38002&variant=1	38002	kołonotatniki	23324
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38002&variant=1	38002	kołonotatnikiem	23324
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38002&variant=1	38002	kołonotatnikami	23324
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=38002&variant=1	38002	kołonotatniku	23324
