
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensacja	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensacje	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensacji	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensacji	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensacyj	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensacji	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensacjom	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensację	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensacje	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensacją	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensacjami	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensacji	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensacjach	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensacjo	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49500&variant=1	49500	polikondensacje	23840
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49501&variant=1	49501	polikondensat	23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49501&variant=1	49501	polikondensaty	23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49501&variant=1	49501	polikondensatu	23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49501&variant=1	49501	polikondensatów	23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49501&variant=1	49501	polikondensatowi	23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49501&variant=1	49501	polikondensatom	23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49501&variant=1	49501	polikondensat	23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49501&variant=1	49501	polikondensaty	23492
http://sgjp.pl/edycja/ajax/inflection-tables/?lexeme_id=49501&variant=1	49501	polikondensatem	23492
